0.0302588,-0.00230958,-0.0494473,0,0,0,0.429903
0.0302588,-0.00230958,-0.0494473,0,0,0,0.430136
0.0302588,-0.00230958,-0.0494473,0,0,0,0.430581
0.0302588,-0.00230958,-0.0494473,0,0,0,0.430743
0.0302588,-0.00230958,-0.0494473,0,0,0,0.431694
0.0302588,-0.00230958,-0.0494473,0,0,0,0.432706
0.0302796,-0.00228223,-0.0494193,0,0,0,0.433723
0.0302837,-0.00229643,-0.0493719,0,0,0,0.434716
0.0303087,-0.00228326,-0.0492964,0,0,0,0.435719
0.0303335,-0.00227008,-0.0492209,0,0,0,0.436732
0.0303625,-0.00227105,-0.0490979,0,0,0,0.437797
0.0303665,-0.00228522,-0.0490505,0,0,0,0.438725
0.0303953,-0.00228616,-0.0489276,0,0,0,0.439684
0.03042,-0.00227291,-0.0488521,0,0,0,0.440701
0.0304486,-0.00227379,-0.0487291,0,0,0,0.441706
0.0304771,-0.00227464,-0.0486062,0,0,0,0.442704
0.030481,-0.00228878,-0.0485588,0,0,0,0.443714
0.0305094,-0.00228959,-0.0484359,0,0,0,0.444724
0.0305376,-0.00229037,-0.0483129,0,0,0,0.445692
0.0305452,-0.0023186,-0.0482182,0,0,0,0.446708
0.0305733,-0.00231933,-0.0480952,0,0,0,0.447761
0.030577,-0.00233343,-0.0480479,0,0,0,0.44873
0.0305844,-0.00236162,-0.0479531,0,0,0,0.449704
0.0306122,-0.00236229,-0.0478302,0,0,0,0.450702
0.0306158,-0.00237638,-0.0477828,0,0,0,0.451711
0.030623,-0.00240454,-0.0476881,0,0,0,0.452705
0.0306302,-0.00243269,-0.0475934,0,0,0,0.453716
0.0306542,-0.00241922,-0.0475179,0,0,0,0.454687
0.0306612,-0.00244735,-0.0474232,0,0,0,0.455705
0.0306681,-0.00247547,-0.0473286,0,0,0,0.456705
0.030692,-0.00246196,-0.047253,0,0,0,0.457712
0.0306988,-0.00249006,-0.0471584,0,0,0,0.458705
0.0307259,-0.00249055,-0.0470355,0,0,0,0.459731
0.0307496,-0.00247699,-0.0469599,0,0,0,0.460951
0.0307595,-0.00251907,-0.046818,0,0,0,0.461697
0.0307799,-0.00249146,-0.0467898,0,0,0,0.462702
0.0307864,-0.00251949,-0.0466952,0,0,0,0.463707
0.0308131,-0.00251988,-0.0465723,0,0,0,0.464705
0.0308366,-0.00250624,-0.0464967,0,0,0,0.465662
0.0308397,-0.00252023,-0.0464495,0,0,0,0.466675
0.0308663,-0.00252056,-0.0463266,0,0,0,0.467667
0.0308693,-0.00253455,-0.0462793,0,0,0,0.46866
0.0308927,-0.00252086,-0.0462038,0,0,0,0.469705
0.030919,-0.00252112,-0.0460809,0,0,0,0.470669
0.030922,-0.00253509,-0.0460336,0,0,0,0.471644
0.0309422,-0.00250739,-0.0460053,0,0,0,0.472666
0.0309452,-0.00252136,-0.0459581,0,0,0,0.473675
0.0309482,-0.00253531,-0.0459108,0,0,0,0.474671
0.0309713,-0.00252156,-0.0458352,0,0,0,0.475692
0.0309713,-0.00252156,-0.0458352,0,0,0,0.476671
0.0309743,-0.00253551,-0.0457879,0,0,0,0.477674
0.0309973,-0.00252173,-0.0457123,0,0,0,0.478682
0.0309973,-0.00252173,-0.0457123,0,0,0,0.479665
0.0310175,-0.002494,-0.045684,0,0,0,0.480662
0.0310204,-0.00250794,-0.0456367,0,0,0,0.481689
0.0310204,-0.00250794,-0.0456367,0,0,0,0.482686
0.0310405,-0.0024802,-0.0456084,0,0,0,0.483652
0.0310405,-0.0024802,-0.0456084,0,0,0,0.484671
0.0310405,-0.0024802,-0.0456084,0,0,0,0.485722
0.0310635,-0.00246639,-0.0455328,0,0,0,0.486679
0.0310635,-0.00246639,-0.0455328,0,0,0,0.487686
0.0310635,-0.00246639,-0.0455328,0,0,0,0.488673
0.0310635,-0.00246639,-0.0455328,0,0,0,0.489682
0.0310635,-0.00246639,-0.0455328,0,0,0,0.490686
0.0310635,-0.00246639,-0.0455328,0,0,0,0.491686
0.0310635,-0.00246639,-0.0455328,0,0,0,0.492693
0.0310635,-0.00246639,-0.0455328,0,0,0,0.493847
0.0310635,-0.00246639,-0.0455328,0,0,0,0.494836
0.0310635,-0.00246639,-0.0455328,0,0,0,0.49579
0.0310635,-0.00246639,-0.0455328,0,0,0,0.496672
0.0310635,-0.00246639,-0.0455328,0,0,0,0.49768
0.0310635,-0.00246639,-0.0455328,0,0,0,0.498668
0.0310635,-0.00246639,-0.0455328,0,0,0,0.499682
0.0310635,-0.00246639,-0.0455328,0,0,0,0.500668
0.0310635,-0.00246639,-0.0455328,0,0,0,0.501674
0.0310635,-0.00246639,-0.0455328,0,0,0,0.502668
0.0310635,-0.00246639,-0.0455328,0,0,0,0.503672
0.0310635,-0.00246639,-0.0455328,0,0,0,0.504673
0.0310635,-0.00246639,-0.0455328,0,0,0,0.505692
0.0310635,-0.00246639,-0.0455328,0,0,0,0.506649
0.0310635,-0.00246639,-0.0455328,0,0,0,0.507667
0.0310635,-0.00246639,-0.0455328,0,0,0,0.508671
0.0310635,-0.00246639,-0.0455328,0,0,0,0.509681
0.0310635,-0.00246639,-0.0455328,0,0,0,0.510786
0.0310635,-0.00246639,-0.0455328,0,0,0,0.511639
0.0310635,-0.00246639,-0.0455328,0,0,0,0.512663
0.0310635,-0.00246639,-0.0455328,0,0,0,0.513676
0.0310635,-0.00246639,-0.0455328,0,0,0,0.514685
0.0310635,-0.00246639,-0.0455328,0,0,0,0.515689
0.0310635,-0.00246639,-0.0455328,0,0,0,0.516674
