0.00506949,-0.003623,0.000125333,-2.53474,1.8115,-0.0626664,0.415058
0.00508153,-0.0036137,8.88E-05,-2.53474,1.8115,-0.0626664,0.415303
0.00508153,-0.0036137,8.88E-05,-2.54076,1.80685,-0.0444127,0.416232
0.00509356,-0.0036044,5.23E-05,-2.54076,1.80685,-0.0444127,0.41723
0.00509356,-0.0036044,5.23E-05,-2.54678,1.8022,-0.0261548,0.418226
0.00508271,-0.00356749,4.21E-05,-2.54678,1.8022,-0.0261548,0.419213
0.00509514,-0.00354084,6.84E-05,-2.54135,1.78374,-0.0210521,0.420221
0.00507225,-0.00351323,9.47E-05,-2.54757,1.77042,-0.0342191,0.42123
0.00507225,-0.00351323,9.47E-05,-2.53612,1.75662,-0.0473742,0.422254
0.00507378,-0.00344968,0.000110883,-2.53612,1.75662,-0.0473742,0.423233
0.00505087,-0.00342209,0.000137186,-2.53689,1.72484,-0.0554417,0.424191
0.00505087,-0.00342209,0.000137186,-2.52543,1.71104,-0.0685931,0.425208
0.00504032,-0.00336785,0.000189824,-2.52543,1.71104,-0.0685931,0.426191
0.00502942,-0.00333098,0.000179623,-2.52016,1.68393,-0.0949118,0.42723
0.00500647,-0.00330341,0.000205911,-2.51471,1.66549,-0.0898116,0.428189
0.00499585,-0.0032492,0.000258536,-2.50324,1.65171,-0.102955,0.429211
0.00498493,-0.00321235,0.000248339,-2.49793,1.6246,-0.129268,0.430208
0.00496332,-0.00312131,0.000290767,-2.49246,1.60617,-0.12417,0.431232
0.00494031,-0.00309379,0.000317032,-2.48166,1.56066,-0.145384,0.432205
0.00492958,-0.00303961,0.000369642,-2.47016,1.5469,-0.158516,0.433212
0.00490654,-0.00301211,0.00039589,-2.46479,1.51981,-0.184821,0.434218
0.00487252,-0.00294783,0.000411943,-2.45327,1.50606,-0.197945,0.435204
0.0048617,-0.00289368,0.000464531,-2.43626,1.47392,-0.205972,0.436229
0.00482762,-0.00282945,0.000480573,-2.43085,1.44684,-0.232266,0.437222
0.00481673,-0.00277532,0.000533148,-2.41381,1.41473,-0.240286,0.438214
0.00479362,-0.00274788,0.000559358,-2.40837,1.38766,-0.266574,0.43921
0.00477164,-0.00265704,0.00060174,-2.39681,1.37394,-0.279679,0.440213
0.0047485,-0.00262963,0.000627934,-2.38582,1.32852,-0.30087,0.441396
0.0047022,-0.00257483,0.000680299,-2.37425,1.31481,-0.313967,0.442377
0.00468007,-0.00248407,0.000722657,-2.3511,1.28742,-0.340149,0.443191
0.00465688,-0.0024567,0.00074882,-2.34003,1.24204,-0.361329,0.444192
0.00463368,-0.00242934,0.000774974,-2.32844,1.22835,-0.37441,0.445207
0.00458727,-0.00237465,0.000827259,-2.31684,1.21467,-0.387487,0.446173
0.00457608,-0.00232062,0.00087975,-2.29363,1.18732,-0.413629,0.447157
0.00454173,-0.00225668,0.000895707,-2.28804,1.16031,-0.439875,0.448187
0.00449522,-0.00220207,0.000947928,-2.27087,1.12834,-0.447854,0.449166
0.00447195,-0.00217478,0.000974026,-2.24761,1.10104,-0.473964,0.45016
0.00443734,-0.00209353,0.00105256,-2.23597,1.08739,-0.487013,0.451189
0.00440187,-0.00207555,0.00111485,-2.21867,1.04676,-0.526279,0.452159
0.0043674,-0.00201175,0.00113075,-2.20093,1.03778,-0.557426,0.453178
0.00432074,-0.00195728,0.00118284,-2.1837,1.00588,-0.565376,0.454167
0.00429739,-0.00193005,0.00120887,-2.16037,0.97864,-0.59142,0.455169
0.00425067,-0.00187563,0.00126091,-2.1487,0.965027,-0.604436,0.456186
0.00420393,-0.00182124,0.00131292,-2.12534,0.937816,-0.630456,0.457181
0.00416833,-0.00180334,0.00137504,-2.10196,0.910621,-0.65646,0.458168
0.00414555,-0.00171303,0.00141722,-2.08417,0.90167,-0.687518,0.459174
0.0040987,-0.00165873,0.00146914,-2.07277,0.856517,-0.70861,0.460174
0.00405181,-0.00160446,0.00152103,-2.04935,0.829365,-0.734572,0.461199
0.00401612,-0.00158661,0.00158303,-2.02591,0.80223,-0.760516,0.462171
0.00396918,-0.00153239,0.00163485,-2.00806,0.793306,-0.791513,0.463191
0.0039457,-0.00150529,0.00166074,-1.98459,0.766196,-0.817423,0.464207
0.00389872,-0.00145112,0.00171252,-1.97285,0.752647,-0.830372,0.465187
0.0038517,-0.00139699,0.00176425,-1.94936,0.725562,-0.856258,0.466187
0.00381692,-0.00133362,0.00177998,-1.92585,0.698494,-0.882127,0.467198
0.00378111,-0.00131585,0.0018418,-1.90846,0.66681,-0.889992,0.468185
0.00373402,-0.0012618,0.00189345,-1.89056,0.657923,-0.920899,0.469217
0.00368689,-0.00120778,0.00194507,-1.86701,0.630898,-0.946727,0.470174
0.00366331,-0.00118078,0.00197087,-1.84344,0.60389,-0.972537,0.471179
0.00361614,-0.00112682,0.00202244,-1.83166,0.590392,-0.985437,0.472177
0.00356893,-0.00107289,0.00207398,-1.80807,0.563409,-1.01122,0.473156
