episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,timesteps_this_iter,done,timesteps_total,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,num_healthy_workers,trial_id,experiment_tag,sampler_perf/mean_env_wait_ms,sampler_perf/mean_processing_ms,sampler_perf/mean_inference_ms,info/min_exploration,info/max_exploration,info/num_target_updates,info/num_steps_trained,info/num_steps_sampled,info/sample_time_ms,info/replay_time_ms,info/grad_time_ms,info/update_time_ms,info/opt_peak_throughput,info/opt_samples,perf/cpu_util_percent,perf/ram_util_percent,evaluation/episode_reward_max,evaluation/episode_reward_min,evaluation/episode_reward_mean,evaluation/episode_len_mean,evaluation/episodes_this_iter,evaluation/sampler_perf/mean_env_wait_ms,evaluation/sampler_perf/mean_processing_ms,evaluation/sampler_perf/mean_inference_ms
1529.212283439563,1529.212283439563,1529.212283439563,1000.0,1,1000,False,1000,1,1,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-39-37,1582076377,5.31765079498291,5.31765079498291,420131,node27.podcluster,10.1.50.27,5.31765079498291,1000,1,0,a7dc7690,0,2.610500994976703,0.480899563083401,1.1637160828063537,1.0,1.0,500,0,1000,5.052,nan,nan,0.003,0.0,nan,40.3875,6.1875,1365.919821533514,1365.919821533514,1365.919821533514,46.0,1,4.268802445510338,0.25223863535913926,2.594547710199466
1726.2109861761385,1529.212283439563,1627.7116348078507,1000.0,1,1000,False,2000,2,2,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-39-43,1582076383,5.394155263900757,10.711806058883667,420131,node27.podcluster,10.1.50.27,10.711806058883667,2000,2,0,a7dc7690,0,2.611744753259636,0.482939944693767,1.198417840212421,0.902,0.902,1000,0,2000,5.695,nan,nan,0.004,0.0,nan,39.9375,6.2,26.16487974365009,26.16487974365009,26.16487974365009,2.0,1,4.283524631114489,0.2896410695622476,2.5705407174785484
1827.934865799806,1529.212283439563,1694.4527118051692,1000.0,1,1000,False,3000,3,3,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-39-48,1582076388,5.358192205429077,16.069998264312744,420131,node27.podcluster,10.1.50.27,16.069998264312744,3000,3,0,a7dc7690,0,2.624224088340725,0.4859108572816751,1.1967752134941014,0.804,0.804,1500,0,3000,5.462,nan,nan,0.005,0.0,nan,39.8875,6.2,51.69121765972231,51.69121765972231,51.69121765972231,2.0,1,4.265900496598128,0.3091712574382405,2.54402579842033
1827.934865799806,1527.1306733677359,1652.6222021958108,1000.0,1,1000,False,4000,4,4,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-39-53,1582076393,5.177889347076416,21.24788761138916,420131,node27.podcluster,10.1.50.27,21.24788761138916,4000,4,0,a7dc7690,0,2.6285142200802083,0.48697433364472564,1.1891504535658535,0.706,0.706,2000,0,4000,4.649,nan,nan,0.003,0.0,nan,39.871428571428574,6.200000000000001,35.98468096283032,35.98468096283032,35.98468096283032,2.0,1,4.283858883765436,0.3390517286075059,2.521204692061229
1828.3713654001601,1527.1306733677359,1687.7720348366809,1000.0,1,1000,False,5000,5,5,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-39-59,1582076399,5.348809719085693,26.596697330474854,420131,node27.podcluster,10.1.50.27,26.596697330474854,5000,5,0,a7dc7690,0,2.6343718577910638,0.48810716280482536,1.1825449080437425,0.608,0.608,2500,0,5000,6.048,nan,nan,0.004,0.0,nan,39.9375,6.2,28.717890188116872,28.717890188116872,28.717890188116872,2.0,1,4.248410777041786,0.35418962177477387,2.488239187943308
1828.3713654001601,1527.1306733677359,1727.3290258100085,1000.0,1,1000,False,6000,6,6,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-40-04,1582076404,5.141658067703247,31.7383553981781,420131,node27.podcluster,10.1.50.27,31.7383553981781,6000,6,0,a7dc7690,0,2.642078957262438,0.49017345605629964,1.1785698842765517,0.51,0.51,3000,0,6000,4.925,nan,nan,0.003,0.0,nan,40.07142857142857,6.200000000000001,15.165937849007605,15.165937849007605,15.165937849007605,3.0,1,4.265439753629724,0.3766794593966737,2.45217887722716
1828.3713654001601,1527.1306733677359,1688.087176890172,1000.0,1,1000,False,7000,7,7,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-40-09,1582076409,5.29262900352478,37.03098440170288,420131,node27.podcluster,10.1.50.27,37.03098440170288,7000,7,0,a7dc7690,0,2.650353401043824,0.49147259305208424,1.1597318176240052,0.41200000000000003,0.41200000000000003,3500,0,7000,5.869,nan,nan,0.004,0.0,nan,39.8,6.2,2609.130006216102,2609.130006216102,2609.130006216102,65.0,1,4.092261835109968,0.3105614082944905,1.9489899734777907
1828.3713654001601,1527.1306733677359,1668.1094911635905,1000.0,1,1000,False,8000,8,8,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-40-15,1582076415,5.2689831256866455,42.299967527389526,420131,node27.podcluster,10.1.50.27,42.299967527389526,8000,8,0,a7dc7690,0,2.652104979274344,0.4913895064138849,1.147872979606508,0.31400000000000006,0.31400000000000006,4000,0,8000,3.493,nan,nan,0.002,0.0,nan,39.8125,6.2,195.26584639435168,195.26584639435168,195.26584639435168,5.0,1,4.096889779681251,0.3273288408915202,1.930371636436099
1828.3713654001601,1524.0854282083644,1667.500442131716,1000.0,1,1000,False,9000,9,9,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-40-21,1582076421,5.4233174324035645,47.72328495979309,420131,node27.podcluster,10.1.50.27,47.72328495979309,9000,9,0,a7dc7690,0,2.6580637152109436,0.49203672438635737,1.141234988362468,0.21599999999999997,0.21599999999999997,4500,0,9000,5.758,nan,nan,0.004,0.0,nan,39.84285714285714,6.200000000000001,17.349575146361893,17.349575146361893,17.349575146361893,2.0,1,4.105235548580394,0.3462370704202091,1.9256998510921703
1730.8639342800948,1524.0854282083644,1647.9989559077028,1000.0,1,1000,False,10000,10,10,e885eefbf2aa4de1821f6d53e7282332,2020-02-18_17-40-26,1582076426,5.342534780502319,53.06581974029541,420131,node27.podcluster,10.1.50.27,53.06581974029541,10000,10,0,a7dc7690,0,2.6616889774905177,0.4923063930616983,1.1363428428522777,0.118,0.118,5000,0,10000,2.767,nan,nan,0.002,0.0,nan,39.89999999999999,6.2,44.811555008022694,44.811555008022694,44.811555008022694,2.0,1,4.1151615076286845,0.3652586493381234,1.9200624421585437
